"sku","short_description","description","meta_description"
"IL-CONFIG-011","<p>La Ideal Lux Birds PT5 Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni L 300 × H 1600 × P 440 mm, base D 300 mm, 5 luci con attacco G9 e potenza G9 max 5 × 15W, alimentazione 220-240 V AC, protezione IP20, classe 2, struttura in metallo e vetro e peso netto 5,64 kg. Il configurabile include la variante Nero, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p>","<p>La Ideal Lux Birds PT5 Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Birds valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni L 300 × H 1600 × P 440 mm, base D 300 mm, 5 luci con attacco G9 e potenza G9 max 5 × 15W, alimentazione 220-240 V AC, protezione IP20, classe 2, struttura in metallo e vetro e peso netto 5,64 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Il configurabile include la variante Nero, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p><p>È indicata per valorizzare soggiorni, camere, studi, zone lettura, ingressi e ambienti contract in cui la luce contribuisce sia al comfort sia all’arredo. La Birds PT5 è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con sorgente luminosa selezionabile, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Birds PT5 G9 in Nero: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-012","<p>La Ideal Lux Blade PT LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni D 250 × H 2512 mm, base D 240 mm, sorgente LED 15W, alimentazione 220-240 V AC, protezione IP20, classe 2, struttura in metallo, alluminio e PVC e peso netto 5,8 kg. Le configurazioni disponibili comprendono Bianco, Nero, Nickel e Ottone, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p>","<p>La Ideal Lux Blade PT LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Blade valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni D 250 × H 2512 mm, base D 240 mm, sorgente LED 15W, alimentazione 220-240 V AC, protezione IP20, classe 2, struttura in metallo, alluminio e PVC e peso netto 5,8 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le configurazioni disponibili comprendono Bianco, Nero, Nickel e Ottone, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p><p>È indicata per valorizzare soggiorni, camere, studi, zone lettura, ingressi e ambienti contract in cui la luce contribuisce sia al comfort sia all’arredo. La Blade PT LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Blade PT LED: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-013","<p>La Ideal Lux Bloom PT2 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni D 300 × H 1695 mm, base D 300 mm, sorgente LED 11W, alimentazione 220-240 V AC, protezione IP20, classe 2 e struttura in vetro, metallo e alluminio. Le configurazioni disponibili comprendono Nero e Ottone, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p>","<p>La Ideal Lux Bloom PT2 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Bloom valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni D 300 × H 1695 mm, base D 300 mm, sorgente LED 11W, alimentazione 220-240 V AC, protezione IP20, classe 2 e struttura in vetro, metallo e alluminio, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le configurazioni disponibili comprendono Nero e Ottone, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p><p>È indicata per valorizzare soggiorni, camere, studi, zone lettura, ingressi e ambienti contract in cui la luce contribuisce sia al comfort sia all’arredo. La Bloom PT2 LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Bloom PT2 LED in Nero e Ottone: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-014","<p>La Ideal Lux Boeing PT H015 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni D 130 × H 150 mm, base D 130 mm, sorgente LED 14W, alimentazione 220-240 V AC, protezione IP65, classe 1, struttura in metallo e vetro e peso netto 1,35 kg. Le configurazioni disponibili comprendono Antracite, Coffee e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p>","<p>La Ideal Lux Boeing PT H015 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Boeing valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni D 130 × H 150 mm, base D 130 mm, sorgente LED 14W, alimentazione 220-240 V AC, protezione IP65, classe 1, struttura in metallo e vetro e peso netto 1,35 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le configurazioni disponibili comprendono Antracite, Coffee e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Boeing PT H015 LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Boeing PT H015 LED in Antracite, Coffee e Nero: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-015","<p>La Ideal Lux Boeing PT H040 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni D 130 × H 400 mm, base D 130 mm, sorgente LED 14W, alimentazione 220-240 V AC, protezione IP65, classe 1, struttura in metallo e vetro e peso netto 2,2 kg. Le configurazioni disponibili comprendono Antracite, Coffee e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p>","<p>La Ideal Lux Boeing PT H040 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Boeing valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni D 130 × H 400 mm, base D 130 mm, sorgente LED 14W, alimentazione 220-240 V AC, protezione IP65, classe 1, struttura in metallo e vetro e peso netto 2,2 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le configurazioni disponibili comprendono Antracite, Coffee e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Boeing PT H040 LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Boeing PT H040 LED in Antracite, Coffee e Nero: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-016","<p>La Ideal Lux Boeing PT H070 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni D 130 × H 700 mm, base D 130 mm, sorgente LED 14W, alimentazione 220-240 V AC, protezione IP65, classe 1, struttura in metallo e vetro e peso netto 3,1 kg. Le configurazioni disponibili comprendono Antracite, Coffee e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p>","<p>La Ideal Lux Boeing PT H070 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Boeing valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni D 130 × H 700 mm, base D 130 mm, sorgente LED 14W, alimentazione 220-240 V AC, protezione IP65, classe 1, struttura in metallo e vetro e peso netto 3,1 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le configurazioni disponibili comprendono Antracite, Coffee e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Boeing PT H070 LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Boeing PT H070 LED in Antracite, Coffee e Nero: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-017","<p>La Ideal Lux Boeing PT H100 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni D 130 × H 1000 mm, base D 130 mm, sorgente LED 14W, alimentazione 220-240 V AC, protezione IP65, classe 1, struttura in metallo e vetro e peso netto 4 kg. Le configurazioni disponibili comprendono Antracite, Coffee e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p>","<p>La Ideal Lux Boeing PT H100 LED Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Boeing valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni D 130 × H 1000 mm, base D 130 mm, sorgente LED 14W, alimentazione 220-240 V AC, protezione IP65, classe 1, struttura in metallo e vetro e peso netto 4 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le configurazioni disponibili comprendono Antracite, Coffee e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Boeing PT H100 LED è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con tecnologia LED, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Boeing PT H100 LED in Antracite, Coffee e Nero: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-018","<p>La Ideal Lux Carta PT1 D30 Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni D 300 × H 310 mm, base D 200 mm, 1 luce con attacco E27 e potenza E27 max 1 × 25W, alimentazione 220-240 V AC, protezione IP20, classe 2, struttura in materiale plastico e peso netto 1,9 kg. Il configurabile include la variante Bianco, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p>","<p>La Ideal Lux Carta PT1 D30 Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Carta valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni D 300 × H 310 mm, base D 200 mm, 1 luce con attacco E27 e potenza E27 max 1 × 25W, alimentazione 220-240 V AC, protezione IP20, classe 2, struttura in materiale plastico e peso netto 1,9 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Il configurabile include la variante Bianco, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p><p>È indicata per valorizzare soggiorni, camere, studi, zone lettura, ingressi e ambienti contract in cui la luce contribuisce sia al comfort sia all’arredo. La Carta PT1 D30 è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con sorgente luminosa selezionabile, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Carta PT1 D30 E27 in Bianco: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-019","<p>La Ideal Lux Carta PT1 D40 Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni D 400 × H 415 mm, base D 250 mm, 1 luce con attacco E27 e potenza E27 max 1 × 25W, alimentazione 220-240 V AC, protezione IP20, classe 2, struttura in materiale plastico e peso netto 3,15 kg. Il configurabile include la variante Bianco, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p>","<p>La Ideal Lux Carta PT1 D40 Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Carta valorizza linee, finiture e proporzioni pensate per inserirsi con naturalezza nell’arredamento, offrendo una luce d’atmosfera adatta sia all’uso quotidiano sia a soluzioni decorative più ricercate.</p><p>Sul piano tecnico, il prodotto presenta dimensioni D 400 × H 415 mm, base D 250 mm, 1 luce con attacco E27 e potenza E27 max 1 × 25W, alimentazione 220-240 V AC, protezione IP20, classe 2, struttura in materiale plastico e peso netto 3,15 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Il configurabile include la variante Bianco, mantenendo una proposta chiara e mirata per chi cerca una lampada da terra Ideal Lux dal carattere definito.</p><p>È indicata per valorizzare soggiorni, camere, studi, zone lettura, ingressi e ambienti contract in cui la luce contribuisce sia al comfort sia all’arredo. La Carta PT1 D40 è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con sorgente luminosa selezionabile, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Carta PT1 D40 E27 in Bianco: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-020","<p>La Ideal Lux Cima PT2 Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni L 830 × H 2160 × P 250 mm, base D 230 mm, 2 luci con attacco E27 e potenza E27 max 2 × 52W, alimentazione 220-240 V AC, protezione IP43, classe 1, struttura in metallo e materiale plastico e peso netto 3,34 kg. Le configurazioni disponibili comprendono Antracite, Coffee e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p>","<p>La Ideal Lux Cima PT2 Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Cima si distingue per una costruzione curata: Corpo luce interamente in alluminio pressofuso. Con finitura antracite, coffee o nero e oro. Diffusore in acrilico trasparente. Questo dettaglio contribuisce a definire una lampada solida, piacevole da vedere e coerente con lo stile contemporaneo di Ideal Lux.</p><p>Sul piano tecnico, il prodotto presenta dimensioni L 830 × H 2160 × P 250 mm, base D 230 mm, 2 luci con attacco E27 e potenza E27 max 2 × 52W, alimentazione 220-240 V AC, protezione IP43, classe 1, struttura in metallo e materiale plastico e peso netto 3,34 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le configurazioni disponibili comprendono Antracite, Coffee e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p><p>È indicata per valorizzare soggiorni, camere, studi, zone lettura, ingressi e ambienti contract in cui la luce contribuisce sia al comfort sia all’arredo. La Cima PT2 è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con sorgente luminosa selezionabile, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Cima PT2 E27 in Antracite, Coffee e Nero: design elegante per soggiorno, camera e ambienti moderni."
"IL-CONFIG-021","<p>La Ideal Lux Clio Mpt1 Lampada Da Terra per Interni è una lampada da terra Ideal Lux dal design curato, ideale per illuminare e arredare ambienti interni con una luce elegante e funzionale. Presenta dimensioni D 135 × H 600 mm, base D 135 mm, 1 luce con attacco E27 e potenza E27 max 1 × 42W, alimentazione 220-240 V AC, protezione IP44, classe 1, struttura in alluminio e metallo e peso netto 1,36 kg. Le configurazioni disponibili comprendono Antracite, Bianco, Coffee, Grigio e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p>","<p>La Ideal Lux Clio Mpt1 Lampada Da Terra per Interni è una lampada da terra Ideal Lux pensata per offrire un punto luce decorativo e funzionale, capace di completare l’arredo con una presenza elegante e facilmente integrabile in diversi contesti. Il suo design la rende adatta a chi cerca una lampada da terra moderna per illuminare con stile ambienti domestici e professionali.</p><p>La collezione Clio si distingue per una costruzione curata: Articolo componibile con montatura in alluminio estruso e tornito, rifinito con vernici a polveri di colore antracite, bianco, nero e coffee. Diffusore in materiale plastico bianco opaco. Questo dettaglio contribuisce a definire una lampada solida, piacevole da vedere e coerente con lo stile contemporaneo di Ideal Lux.</p><p>Sul piano tecnico, il prodotto presenta dimensioni D 135 × H 600 mm, base D 135 mm, 1 luce con attacco E27 e potenza E27 max 1 × 42W, alimentazione 220-240 V AC, protezione IP44, classe 1, struttura in alluminio e metallo e peso netto 1,36 kg, caratteristiche che lo rendono una soluzione pratica e coerente con l’uso quotidiano.</p><p>Le configurazioni disponibili comprendono Antracite, Bianco, Coffee, Grigio e Nero, così da scegliere la versione più adatta allo stile dell’ambiente e alle esigenze di illuminazione.</p><p>È indicata per valorizzare ingressi, zone living, percorsi interni e, dove previsto dal grado di protezione, anche spazi più esposti o ambienti outdoor protetti. La Clio Mpt1 è quindi una scelta indicata per chi desidera una lampada da terra Ideal Lux con sorgente luminosa selezionabile, con varianti pensate per armonizzarsi con finiture, materiali e tonalità dell’ambiente.</p>","Lampada da terra Ideal Lux Clio Mpt1 E27: design elegante per soggiorno, camera e ambienti moderni."
